;grid position;session ID;trellis filenumber;mat filename;iontophoresis;voltage;isolation quality;plx file range;included trials;electrode broken?;comment/electrode;general comment;included to analysis ?;excluded due to electordes;;;;;;;;;;;;
;;;5;ma_0115_3.29PM.grating.ORxM.mat;5HT_10nA;0.5;3.5;;;;;;;;;;;;;;;;;;;
;;;6;ma_0115_3.34PM.grating.CO.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;7;ma_0115_3.35PM.grating.COxM.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;8;ma_0115_3.38PM.grating.COxM.mat;5HT_10nA;0.5;3.5;;;;;;;;;;;;;;;;;;;
;;;9;ma_0115_3.43PM.grating.SZ.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;13;ma_0115_3.47PM.grating.OR.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;14;ma_0115_3.49PM.grating.OR.mat;5HT_10nA;0.5;3.5;;;;;;;;;;;;;;;;;;;
;;;15;ma_0115_3.51PM.grating.OR.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;16;ma_0115_3.52PM.grating.OR.mat;5HT_5nA;0.3;3;;;;;;;;;;;;;;;;;;;
;;;18;ma_0115_3.59PM.grating.OR.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;19;ma_0115_4.01PM.grating.OR.mat;5HT_15nA;0.7;4;;;;;;;;;;;;;;;;;;;
;;0116;1;ma_0116_5.14PM.grating.XPos.mat;;;"c1=3;c2=3.5";;;Yes;"5HT side; 30 um";not included by HN, why?;;yes;;;;;;;;;;;;
;;;2;ma_0116_5.15PM.grating.YPos.mat;;;"c1=3;c2=3.5";;;;;;;;;;;;;;;;;;;
;;;3;ma_0116_5.16PM.grating.YPos.mat;;;"c1=3;c2=3.5";;;;;;;;;;;;;;;;;;;
;;;4;ma_0116_5.17PM.grating.ORxM.mat;control;;"c1=3;c2=3";;;;;;;;;;;;;;;;;;;
;;;6;ma_0116_5.22PM.grating.ORxM.mat;5HT_10nA;0.5;"c1=1; c2=1";;;;;;;;;;;;;;;;;;;
;;;7;ma_0116_5.24PM.grating.ORxM.mat;5HT_5nA;0.3;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;8;ma_0116_5.28PM.grating.ORxM.mat;control;;"c1=1; c2=3";;;;;;;;;;;;;;;;;;;
;;;9;ma_0116_5.30PM.grating.SF.mat;control;;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;10;ma_0116_5.31PM.grating.SF.mat;5HT_5nA;0.3;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;12;ma_0116_5.34PM.grating.OR.mat;control;;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;13;ma_0116_5.35PM.grating.OR.mat;control;;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;14;ma_0116_5.36PM.grating.OR.mat;5HT_5nA;0.3;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
;;;15;ma_0116_5.39PM.grating.CO.mat;5HT_5nA;0.3;"c1=1; c2=2";;;;;;;;;;;;;;;;;;;
03/20/15;0,-2;0117;1;ma_0117_2.41PM.grating.XPos.mat;;;3;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0117_2.41PM.grating.YPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;3;ma_0117_2.42PM.grating.ORxM.mat;;;4.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0117_2.44PM.grating.ORxM.mat;;;5;;;;;;;;;;;;;;;;;;;
03/21/15;+4,-3;0118;1;ma_0118_1.59PM.grating.XPos.mat;;;1;;;yes;"both side; 50um 5HT; 30 um NaCl";great isolation;;;;;;;;;;;;;;
;;;2;ma_0118_2.00PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0118_2.01PM.grating.ORxM.mat;;;;;;;;;;;;;;;;;;;;;;
;;;4;ma_0118_2.07PM.grating.CO.mat;;;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0118_2.08PM.grating.COxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;6;ma_0118_2.12PM.grating.COxM.mat;5HT_5nA;0.2;;;;;;;no, incomplete raw tuning (CL 28/10/16);;;;;;;;;;;;;
;;0119;;ma_0119_2.41PM.grating.ORxM.mat;control;;2;;;yes;"both side; 50um 5HT; 30 um NaCl";;;;;;;;;;;;;;;
03/24/15;+3,-3;0120;1;ma_0120_3.52PM.grating.XPos.mat;;;2;;;No;;"OK not great; exclude nev>=6; increase";;;;;;;;;;;;;;
;;;3;ma_0120_3.53PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;4;ma_0120_3.54PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0120_3.59PM.grating.ORxM.mat;5HT_10nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;6;ma_0120_4.04PM.grating.ORxM.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;7;ma_0120_4.09PM.grating.ORxM.mat;5HT_5nA;0.2;4.5;;;;;;;;;;;;;;;;;;;
;;0121;1;ma_0121_4.50PM.grating.XPos.mat;;;1;;;No;;;;;;;;;;;;;;;;
;;;3;ma_0121_4.53PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0121_4.58PM.grating.ORxM.mat;5HT_10nA;0.2;5;;;;;;;;;;;;;;;;;;;
03/26/13;+1,-3;0122;2;ma_0122_10.58AM.grating.XPos.mat;;;3;;;No;;"poor isolation for initial OR; good isolation for rest";;;;;;;;;;;;;;
;;;5;ma_0122_11.08AM.grating.ORxM.mat;;;;;;;;;;;;;;;;;;;;;;
;;;7;ma_0122_11.15AM.grating.SFxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;8;ma_0122_11.19AM.grating.SFxM.mat;5HT_5nA;0;;;;;;;;;;;;;;;;;;;;
;;;9;ma_0122_11.21AM.grating.SFxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;10;ma_0122_11.25AM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;11;ma_0122_11.29AM.grating.ORxRC.mat;5HT_5nA;0;;;;;;;in the ex files, 0.1V;;;;;;;;;;;;;
;;;12;ma_0122_11.34AM.grating.ORxRC.mat;5HT_10nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;13;ma_0122_11.38AM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;14;ma_0122_11.43AM.grating.ORxRC.mat;5HT_2nA;0;;;;;;;in the ex files, 0.1V;;;;;;;;;;;;;
;;;15;ma_0122_11.47AM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;16;ma_0122_11.52AM.grating.ORxRC.mat;5HT_15nA;0.4;;;;;;;;;;;;;;;;;;;;
;;;17;ma_0122_12.00PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;18;ma_0122_12.05PM.grating.ORxRC.mat;5HT_15nA;0.4;;;;;;;;;;;;;;;;;;;;
;;;19;ma_0122_12.09PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;20;ma_0122_12.14PM.grating.ORxRC.mat;5HT_2nA;0;;;;;;;in the ex files, 0.05V;;;;;;;;;;;;;
;;;21;ma_0122_12.19PM.grating.OR.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;22;ma_0122_12.20PM.grating.OR.mat;5HT_5nA;0;;;;;;;in the ex files, 0.1V;;;;;;;;;;;;;
;;;23;ma_0122_12.23PM.grating.SZ.mat;control;;1;0-14;1-19;;;;;;;;;;;;;;;;;
;;0123;1;ma_0123_2.58PM.grating.XPos.mat;;;"c1=1;c2=1";;;No;;;;;;;;;;;;;;;;
;;;2;ma_0123_2.58PM.grating.YPos.mat;;;"c1=1;c2=3";;;;;;;;;;;;;;;;;;;
;;;3;ma_0123_2.59PM.grating.YPos.mat;;;"c1=1;c2=2";;;;;;;;;;;;;;;;;;;
;;;4;ma_0123_3.00PM.grating.ORxM.mat;control;;"c1=1;c2=1";;;;;;;;;;;;;;;;;;;
;;;5;ma_0123_3.02PM.grating.ORxM.mat;control;;"c1=2.5;c2=4";;;;;;;;;;;;;;;;;;;
03/27/15;+1,-2;0124;1;ma_0124_3.33PM.grating.XPos.mat;;;1;;;yes;"saline side; 20um";isolation good;;no;;;;;;;;;;;;
;;;2;ma_0124_3.34PM.grating.YPos.mat;;;1.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0124_3.36PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0124_3.41PM.grating.ORxM.mat;5HT_5nA;NaN;;;;;;;;;;;;;;;;;;;;
;;;13;ma_0124_4.01PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;14;ma_0124_4.07PM.grating.ORxM.mat;5HT_10nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;15;ma_0124_4.16PM.grating.SZxOR.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;17;ma_0124_4.18PM.grating.SZxOR.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;18;ma_0124_4.21PM.grating.SZxOR.mat;5HT_2nA;-0.2;;;;;;;;;;;;;;;;;;;;
;;;19;ma_0124_4.26PM.grating.SZxOR.mat;5HT_15nA;0.5;;;;;;;;;;;;;;;;;;;;
;;;21;ma_0124_4.34PM.grating.SZxOR.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;22;ma_0124_4.38PM.grating.SZxOR.mat;5HT_20nA;0.6;;;;;;;;;;;;;;;;;;;;
;;0125;1;ma_0125_5.56PM.grating.XPos.mat;;;1.5;;;yes;"saline side; 20 um";;;;;;;;;;;;;;;
;;;2;ma_0125_5.57PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0125_5.58PM.grating.ORxM.mat;control;;2;;;;;;;;;;;;;;;;;;;
04/11/15;+4,-7;0126;1;ma_0126_4.05PM.grating.XPos.mat;;;2;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0126_4.06PM.grating.YPos.mat;;;2.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0126_4.07PM.grating.ORxM.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0126_4.08PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;;5;ma_0126_4.12PM.grating.ORxM.mat;5HT_10nA;0.5;3.5;;;;;;;;;;;;;;;;;;;
;;;6;ma_0126_4.18PM.grating.ORxRC.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;0127;1;ma_0127_4.40PM.grating.XPos.mat;;;2;0-25;1-35;No;;;;;;;;;;;;;;;;
;;;2;ma_0127_4.41PM.grating.YPos.mat;;;2;10-end;9-end;;;;;;;;;;;;;;;;;
;;;5;ma_0127_4.45PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;;6;ma_0127_4.52PM.grating.ORxM.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;10;ma_0127_5.03PM.grating.ORxM.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
04/13/15;+5,-4;0128;3;ma_0128_1.48PM.grating.OR.mat;;;5;;;No;;;;;;;;;;;;;;;;
;;0129;1;ma_0129_3.10PM.grating.XPos.mat;;;1;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0129_3.11PM.grating.YPos.mat;;;3;;;;;;;;;;;;;;;;;;;
;;0130;1;ma_0130_3.56PM.grating.XPos.mat;;;1;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0130_3.57PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0130_3.58PM.grating.ORxM.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;4;ma_0130_4.02PM.grating.ORxM.mat;5HT_10nA;0.6;1;;;;;;;;;;;;;;;;;;;
;;;6;ma_0130_4.08PM.grating.SFxM.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;7;ma_0130_4.11PM.grating.ORxRC.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;8;ma_0130_4.15PM.grating.ORxRC.mat;5HT_10nA;0.5;1.5;;;;;;;;;;;;;;;;;;;
;;;9;ma_0130_4.20PM.grating.ORxRC.mat;5HT_10nA;0.5;1.5;;;;;;;;;;;;;;;;;;;
;;;10;ma_0130_4.25PM.grating.ORxRC.mat;control;;NaN;;;;;;;;;;;;;;;;;;;
;;0131;1;ma_0131_5.24PM.grating.XPos.mat;;;1.5;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0131_5.24PM.grating.YPos.mat;;;1.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0131_5.25PM.grating.ORxM.mat;control;;2.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0131_5.30PM.grating.ORxM.mat;5HT_10nA;0.5;4.5;;;;;;;;;;;;;;;;;;;
04/14/15;+4,-5;0132;1;ma_0132_4.14PM.grating.XPos.mat;;;2;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0132_4.15PM.grating.YPos.mat;;;4;;;;;;;;;;;;;;;;;;;
;;;3;ma_0132_4.16PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;4;ma_0132_4.21PM.grating.ORxM.mat;5HT_10nA;1.5;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0132_4.25PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;6;ma_0132_4.30PM.grating.ORxRC.mat;5HT_10nA;1.4;;;;;;;;;;;;;;;;;;;;
;;;7;ma_0132_4.35PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;8;ma_0132_4.40PM.grating.ORxRC.mat;5HT_10nA;1.4;;;;;;;;;;;;;;;;;;;;
;;;9;ma_0132_4.45PM.grating.ORxRC.mat;5HT_10nA;1.2;;;;;;;;;;;;;;;;;;;;
;;;10;ma_0132_4.49PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;12;ma_0132_4.55PM.grating.SFxM.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;;13;ma_0132_4.58PM.grating.SFxM.mat;5HT_10nA;1.2;5;;;;;;;;;;;;;;;;;;;
;;0133;1;ma_0133_5.02PM.grating.ORxM.mat;control;;3;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0133_5.05PM.grating.ORxM.mat;5HT_10nA;1.2;3;;;;;;;;;;;;;;;;;;;
;;;3;ma_0133_5.09PM.grating.ORxRC.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;4;ma_0133_5.10PM.grating.ORxRC.mat;control;;4;0-170;1-78;;;;;;;;;;;;;;;;;
04/15/15;+5,-6;0134;1;ma_0134_4.15PM.grating.XPos.mat;;;3;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0134_4.16PM.grating.YPos.mat;;;3;;;;;;;;;;;;;;;;;;;
;;;3;ma_0134_4.17PM.grating.ORxM.mat;;;3;;;;;;;;;;;;;;;;;;;
04/16/15;+6,-4;0135;1;ma_0135_10.06AM.grating.XPos.mat;;;2;0-35;1-6;No;;;;;;;;;;;;;;;;
;;;2;ma_0135_10.06AM.grating.YPos.mat;;;5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0135_10.07AM.grating.ORxM.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;0136;1;ma_0136_11.11AM.grating.XPos.mat;;;1;;;No;;great isolation;;;;;;;;;;;;;;
;;;2;ma_0136_11.12AM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0136_11.13AM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0136_11.39AM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;6;ma_0136_11.43AM.grating.ORxM.mat;5HT_10nA;0.5;;;;;;;;;;;;;;;;;;;;
;;;7;ma_0136_11.47AM.grating.SFxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;8;ma_0136_11.52AM.grating.SFxM.mat;5HT_10nA;0.5;;;;;;;;;;;;;;;;;;;;
;;;10;ma_0136_11.56AM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;11;ma_0136_12.01PM.grating.ORxRC.mat;5HT_10nA;0.5;;;;;;;;;;;;;;;;;;;;
;;0137;3;ma_0137_1.20PM.grating.XPos.mat;;;1.5;;;No;;;;;;;;;;;;;;;;
;;;4;ma_0137_1.21PM.grating.YPos.mat;;;1.5;0-22;1-26;;;;;;;;;;;;;;;;;
;;;5;ma_0137_1.22PM.grating.YPos.mat;;;1.5;;;;;;;;;;;;;;;;;;;
;;;6;ma_0137_1.23PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
04/17/15;+6,-2;0138;1;ma_0138_12.06PM.grating.Xpos;;;2.5;5-end;5-end;yes;"serotonin side; 50 um";decent isolation until nev9;;no;;;;;;;;;;;;
;;;2;ma_0138_12.06PM.grating.Ypos;;;4.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0138_12.07PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;4;ma_0138_12.12PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0138_12.14PM.grating.ORxM.mat;5HT_5nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;7;ma_0138_12.17PM.grating.SFxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;8;ma_0138_12.18PM.grating.SFxM.mat;5HT_5nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;9;ma_0138_12.19PM.grating.SFxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;10;ma_0138_12.20PM.grating.SFxM.mat;5HT_10nA;0.2;3.5;;;;;;;;;;;;;;;;;;;
;;0139;1;ma_0139_1.23PM.grating.XPos.mat;;;1;;;yes;"serotonin side; 50 um";great tuning;;no;;;;;;;;;;;;
;;;2;ma_0139_1.24PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0139_1.25PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;4;ma_0139_1.29PM.grating.ORxM.mat;5HT_5nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;5;ma_0139_1.34PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;6;ma_0139_1.39PM.grating.ORxRC.mat;5HT_5nA;0.2;;;;;;;;;;;;;;;;;;;;
;;0140;1;ma_0140_1.53PM.grating.XPos.mat;;;4.5;;;yes;"serotonin side; 50 um";;;no;;;;;;;;;;;;
;;;2;ma_0140_1.54PM.grating.YPos.mat;;;4;;;;;;;;;;;;;;;;;;;
;;;3;ma_0140_1.55PM.grating.ORxM.mat;;;;;;;;;;;;;;;;;;;;;;
;;0141;1;ma_0141_3.37PM.grating.XPos.mat;;;4.5;;;yes;"serotonin side; 50 um";;;no;;;;;;;;;;;;
;;;2;ma_0141_3.38PM.grating.XPos.mat;;;4.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0141_3.39PM.grating.XPos.mat;;;4.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0141_3.41PM.grating.YPos.mat;;;5;;;;;;;;;;;;;;;;;;;
;;;5;ma_0141_3.42PM.grating.YPos.mat;;;5;;;;;;;;;;;;;;;;;;;
04/21/15;+5,-1;0142;2;ma_0142_11.21AM.grating.XPos.mat;;;4;;;yes;"serotonin side; 25 um";;;no;;;;;;;;;;;;
;;;3;ma_0142_11.21AM.grating.YPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;4;ma_0142_11.23AM.grating.ORxM.mat;control;control;3.5;;;;;;;;;;;;;;;;;;;
;;;5;ma_0142_11.24AM.grating.ORxM.mat;control;control;3.5;;;;;;;;;;;;;;;;;;;
;;;6;ma_0142_11.29AM.grating.ORxM.mat;5HT_5nA;0.2;4.5;;;;;;;;;;;;;;;;;;;
;;0143;2;ma_0143_11.36AM.grating.ORxM.mat;control;;5;;;yes;"serotonin side; 25 um";;;no;;;;;;;;;;;;
;;0144;1;ma_0144_11.47AM.grating.XPos.mat;;;3;;;yes;"serotonin side; 25 um";;;;;;;;;;;;;;;
;;;2;ma_0144_11.47AM.grating.YPos.mat;;;2.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0144_11.48AM.grating.ORxM.mat;control;;2.5;0-235;1-315;;;;;;;;;;;;;;;;;
;;;4;ma_0144_11.52AM.grating.ORxM.mat;control;;3;;;;;;;;;;;;;;;;;;;
;;;5;ma_0144_11.57AM.grating.ORxM.mat;5HT_5nA;0.2;3;;;;;;;;;;;;;;;;;;;
;;0145;1;ma_0145_1.12PM.grating.XPos.mat;;;5;;;yes;"serotonin side; 25 um";isolation OK;;no;;;;;;;;;;;;
;;;2;ma_0145_1.13PM.grating.YPos.mat;;;5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0145_1.14PM.grating.XPos.mat;;;4.5;;;;;;;;;;;;;;;;;;;
;;;5;ma_0145_1.15PM.grating.YPos.mat;;;3;;;;;;;;;;;;;;;;;;;
;;;6;ma_0145_1.16PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;7;ma_0145_1.21PM.grating.ORxM.mat;5HT_5nA;0.2;;;;;;;;;;;;;;;;;;;;
;;;9;ma_0145_1.28PM.grating.SF.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;11;ma_0145_1.29PM.grating.ORxRC.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;;12;ma_0145_1.34PM.grating.ORxRC.mat;5HT_5nA;0.2;4.5;;;;;;;;;;;;;;;;;;;
;;;13;ma_0145_1.38PM.grating.ORxRC.mat;5HT_5nA;0.2;3;;;;;;;;;;;;;;;;;;;
;;0146;1;ma_0146_2.22PM.grating.XPos.mat;;;2.5;;;yes;"serotonin side; 25 um";;;no;;;;;;;;;;;;
;;;2;ma_0146_2.23PM.grating.YPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;3;ma_0146_2.24PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0146_2.28PM.grating.ORxM.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;5;ma_0146_2.41PM.grating.ORxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
;;0147;1;ma_0147_3.06PM.grating.ORxM.mat;control;;4.5;;;yes;"serotonin side; 25 um";;;no;;;;;;;;;;;;
;;;2;ma_0147_3.11PM.grating.XPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;3;ma_0147_3.12PM.grating.XPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;4;ma_0147_3.13PM.grating.YPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;5;ma_0147_3.14PM.grating.YPos.mat;;;4;;;;;;;;;;;;;;;;;;;
;;;6;ma_0147_3.15PM.grating.SFxM.mat;control;;5;;;;;;;;;;;;;;;;;;;
04/22/15;+6,0;0148;1;ma_0148_12.56PM.grating.XPos.mat;;;1;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0148_12.57PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0148_12.58PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;4;ma_0148_1.00PM.grating.XPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;5;ma_0148_1.01PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;9;ma_0148_1.09PM.grating.ORxM.mat;control;;2;;;;;;;;;;;;;;;;;;;
;;;10;ma_0148_1.13PM.grating.ORxM.mat;5HT_5nA;0.1;1;;;;;;;;;;;;;;;;;;;
;;;11;ma_0148_1.18PM.grating.SF.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;12;ma_0148_1.19PM.grating.SF.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;13;ma_0148_1.20PM.grating.ORxRC.mat;control;;4;;;;;;;;;;;;;;;;;;;
;;;14;ma_0148_1.24PM.grating.ORxRC.mat;5HT_5nA;0.1;4.5;;;;;;;;;;;;;;;;;;;
;;;15;ma_0148_1.28PM.grating.ORxRC.mat;5HT_5nA;0.1;4.5;;;;;;;;;;;;;;;;;;;
;;;16;ma_0148_1.33PM.grating.SF.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;;17;ma_0148_1.34PM.grating.SF.mat;5HT_5nA;0.1;4.5;;;;;;;;;;;;;;;;;;;
;;0149;1;ma_0149_1.46PM.grating.XPos.mat;;;1;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0149_1.47PM.grating.YPos.mat;;;1;;;;;;;;;;;;;;;;;;;
;;;3;ma_0149_1.48PM.grating.ORxM.mat;control;;2;100-end;135-end;;;;;;;;;;;;;;;;;
;;;4;ma_0149_1.52PM.grating.OR.mat;control;;1;;;;;;;;;;;;;;;;;;;
;;;5;ma_0149_1.54PM.grating.ORxM.mat;control;;1;0-34;1-41;;;;;;;;;;;;;;;;;
;;;6;ma_0149_2.07PM.grating.ORxM.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;;7;ma_0149_2.12PM.grating.ORxM.mat;5HT_5nA;0.1;4.5;;;;;;;;;;;;;;;;;;;
;;0150;1;ma_0150_2.41PM.grating.XPos.mat;;;3.5;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0150_2.41PM.grating.YPos.mat;;;4;;;;;;;;;;;;;;;;;;;
;;;3;ma_0150_2.42PM.grating.ORxM.mat;control;;4.5;;;;;;;;;;;;;;;;;;;
;;0151;1;ma_0151_3.52PM.grating.XPos.mat;;;1.5;;;No;;;;;;;;;;;;;;;;
;;;2;ma_0151_3.53PM.grating.YPos.mat;;;1.5;;;;;;;;;;;;;;;;;;;
;;;3;ma_0151_3.54PM.grating.ORxM.mat;control;;2.5;;;;;;;;;;;;;;;;;;;
;;;4;ma_0151_3.58PM.grating.ORxM.mat;control;;3.5;;;;;;;;;;;;;;;;;;;
04/23/15;+5,+1;0152;1;ma_0152_12.12PM.grating.XPos.mat;;;1.5;;;No;;isolation OK;;;;;;;;;;;;;;
;;;5;ma_0152_12.25PM.grating.XPos.mat;;;4;;;;;;;;;;;;;;;;;;;
;;;6;ma_0152_12.26PM.grating.YPos.mat;;;3.5;;;;;;;;;;;;;;;;;;;
;;;8;ma_0152_12.32PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;9;ma_0152_12.36PM.grating.ORxM.mat;5HT_5nA;NaN;;;;;;;;;;;;;;;;;;;;
;;;10;ma_0152_12.41PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;11;ma_0152_12.47PM.grating.ORxRC.mat;5HT_5nA;NaN;;;;;;;;;;;;;;;;;;;;
;;;12;ma_0152_12.57PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;13;ma_0152_1.02PM.grating.ORxRC.mat;5HT_5nA;NaN;;;;;;;;;;;;;;;;;;;;
;;;14;ma_0152_1.08PM.grating.ORxRC.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;15;ma_0152_1.14PM.grating.ORxRC.mat;5HT_5nA;NaN;;;;;;;;;;;;;;;;;;;;
;;0153;1;ma_0153_1.54PM.grating.XPos.mat;;;2.5;;;No;;isolation pretty good;;;;;;;;;;;;;;
;;;2;ma_0153_1.55PM.grating.YPos.mat;;;2;;;;;;;;;;;;;;;;;;;
;;;3;ma_0153_1.56PM.grating.ORxM.mat;control;;;;;;;;;;;;;;;;;;;;;
;;;4;ma_0153_2.00PM.grating.ORxM.mat;5HT_10nA;NaN;;;;;;;;;;;;;;;;;;;;
